x,y
8.200000000000001,20.15449272517476
8.3,18.62694902882604
8.4,24.16093637155784
8.5,16.044842237442673
8.6,21.82400683389944
8.700000000000001,18.540116193571656
8.8,18.43105308634327
8.9,18.9235333569718
9.0,18.855911637419236
9.1,22.47640997715832
9.200000000000001,16.429722839533838
9.3,23.19452854542398
9.4,22.828031137299725
9.5,24.199181375624335
9.600000000000001,19.71386986552617
9.700000000000001,20.51891875392678
9.8,24.55360070563012
9.9,22.536083325667985
10.0,24.282681256293763
10.100000000000001,21.1782859520113
10.200000000000001,27.73290623450975
10.3,22.863686290028003
10.4,25.85832933012404
10.5,20.974391919161143
10.600000000000001,27.209262678396364
10.700000000000001,24.63173233475889
10.8,21.637907387321054
10.9,21.24213953652065
11.0,22.88298090233302
11.100000000000001,27.263403069929016
11.200000000000001,25.810546700830276
11.3,23.633870263611808
11.4,24.60793999206852
11.5,26.338447073471276
11.600000000000001,26.31763679094045
11.700000000000001,24.38392824717181
11.8,26.25465640611572
11.9,29.71295036514642
12.0,28.771244762548207
12.100000000000001,28.711433460651786
12.200000000000001,26.55582200203526
12.3,27.26583734994168
12.4,28.29307597293232
12.5,32.15051954049934
12.600000000000001,21.62285305619568
12.700000000000001,26.68406312143064
12.8,30.07412047793077
12.9,28.993547276965177
13.0,31.930065712720232
13.100000000000001,32.99653458084494
13.200000000000001,28.444590374150774
13.3,31.123313824349268
13.4,30.759472068619054
13.5,30.314997213559067
13.600000000000001,33.1180935650495
13.700000000000001,28.88174816186296
13.8,31.59932328588442
13.9,28.352956674852116
14.0,34.45394643714449
14.100000000000001,33.72669386238795
14.200000000000001,29.556704754243214
14.3,32.52615186920993
14.4,34.53372701258853
14.5,33.431974127584894
14.600000000000001,33.50549074162421
14.700000000000001,34.774350830905234
14.8,34.95227582214944
14.9,32.96562158974885
15.0,34.15296234084007
15.100000000000001,32.76701951813846
15.200000000000001,29.312852882671034
15.3,33.233425345014815
15.4,33.575576549767355
15.5,33.5321940261258
15.600000000000001,33.875547318399924
15.700000000000001,33.459720177216006
15.8,36.580739308501556
15.9,33.21316472321049
16.0,37.57997482153634
16.1,37.502378282003626
16.2,34.9417616432844
16.3,34.515957847944655
16.400000000000002,37.00999635625572
16.5,36.9535729115443
16.6,35.540862302031115
16.7,34.67895580928599
16.8,37.4444068135805
16.900000000000002,37.88124185062136
17.0,35.37293714371264
17.1,36.51050018186202
17.2,39.74205429875962
17.3,37.70255395621547
17.400000000000002,36.13756817996808
17.5,39.11736277108774
17.6,38.51146631285585
17.7,38.921569595977125
17.8,41.58912708873501
17.900000000000002,39.59524740941312
18.0,40.142170610071425
18.1,37.05418757324332
18.2,39.342321264590865
18.3,36.668396477465734
18.400000000000002,42.138921859587334
18.5,44.10221630295819
18.6,42.60554530937293
18.7,38.456645484532444
18.8,41.279936771139056
18.900000000000002,42.1267589121677
19.0,44.5772376086349
19.1,42.366943215808625
19.200000000000003,41.95489239147231
19.3,38.883786040743736
19.400000000000002,43.0952207229671
19.5,42.300488338207636
19.6,41.49577981201334
19.700000000000003,42.84677318138455
19.8,41.8424084621928
19.900000000000002,40.77362268546986
20.0,40.78148608519804
20.1,45.02763146664526
20.200000000000003,44.24656304129143
20.3,40.10595921186471
20.400000000000002,42.81686913208916
20.5,45.06805357996556
20.6,43.244917602701264
20.700000000000003,41.40052926294377
20.8,46.27804894759298
20.900000000000002,46.17175347280407
21.0,44.171559608702275
21.1,42.24411714651396
21.200000000000003,44.90202032500108
21.3,44.78448823943982
21.400000000000002,45.7855525343301
21.5,49.41014736282459
21.6,47.58551376648529
21.700000000000003,46.958319204332014
21.8,49.444196171147645
21.900000000000002,45.57712233660987
22.0,47.23805776673055
22.1,47.28229062814201
22.200000000000003,50.4446309266834
22.3,45.94675591813407
22.400000000000002,46.670344843687715
22.5,47.182439065896965
22.6,47.93994783931494
22.700000000000003,47.72423194275052
22.8,48.87762344958674
22.900000000000002,48.34248601599994
